Source	Arabic	Cyrillic	Hebrew	Japanese	Latin
Arabic	-0.6503447140259895	-0.8130774098692446	-0.423029014552636	-0.35336073903777887	-0.5566883280533248
Chinese	-1.0514367407372756	-0.9325698002697346	-1.596999365469606	-1.4613414181868514	-0.9964663588025591
Cyrillic	0.6274944234265987	0.6752884626929239	1.0744137464963803	0.9044632275858868	0.7790689938993319
Devanagari	1.6197568886538256	1.9290681566044732	0.39396602589741847	1.4665673232827234	1.2310753579079206
Hangul	-0.9832884961435673	-0.4123059872219977	-0.8861903426917571	-0.8033402635775456	-1.0425851333416807
Latin	0.21890931941319422	-0.22320171096822672	0.718919475160142	0.12350593496675827	0.2927977341951504
