Source	Abjad	Alphabet	Mixed
Abjad	-0.5745728142015384	-0.5994198416893114	-0.35336073903777887
Abugida	1.21115993440169	1.3474074910240128	1.4665673232827234
Alphabet	0.14917595719531224	0.05945732076142638	0.08703370848546443
Logographic	-1.2332909489813857	-0.9858169323804216	-1.4613414181868514
